trace_id,error_index,stated,hg_caught,critic_caught,note
PMC10849070,1,,True,True,HealthGuard flag states 'The later NT-proBNP was 58.5 pg/mL'; Critic flag 2 explicitly corrects this to 85.5 pg/mL.
PMC10849070,2,,False,False,"Critic flag 3 objects that the 2 mm cutoff is unsupported/not grounded in the case data, but it does not identify the sa"
PMC10725598,0,,True,False,HealthGuard flagged the exact wrong fact: '40% C7 compression fracture.' Critic did not mention the C7 fracture percenta
PMC10725598,1,,False,True,Critic flagged the exact ETV4 frequency claim: 'ETV4 positivity in fewer than 50% of cases' as unsupported/unnecessary. 
PMC10725598,2,,True,True,"Both flagged the same specific lesion-size error: HealthGuard said 'The solitary hepatic lesion measured 2.0 cm,' and Cr"
PMC10873692,0,,True,True,HealthGuard flag: 'The exam findings include 4/5 strength in the left lower extremity.' Critic flag on localization expl
PMC10873692,1,,False,True,Critic flag: 'A CSF glucose below 50 mg/dL would typically be concerning for infectious meningitis...' and notes the thr
PMC10873692,2,,True,False,HealthGuard flag: 'Given his age of 66 years...' matches the wrong age. No Critic flag addresses the patient's age.
PMC10971827,0,,True,False,HealthGuard explicitly flagged: 'Proteinuria was 0.8 g/24 h.' Critic did not flag the proteinuria value.
PMC10971827,1,,False,False,Neither method flagged the misstated H Score 195 probability range ('about a 75–80% probability' vs correct 80–88%).
PMC10971827,2,,True,True,Both matched the same unit-presentation error: HealthGuard flagged 'NT-proBNP rose from 798 pg/mL to 4.6 ng/mL.' Critic 
PMC10999549,0,,False,False,No HealthGuard flags. No Critic flag mentions the incorrect area calculation 1936 mm^2 or the correct 1836 mm^2.
PMC10999549,1,,False,True,"Critic flag: 'The reference case mentions a similar self-limited episode 1 month earlier, not 2 months earlier.'"
PMC10999549,2,,False,False,"No HealthGuard flags. Critic notes the 2.5 mm cutoff is 'not provided in the case and is not universally standardized,' "
PMC10901261,0,,True,False,HealthGuard explicitly flagged the same wrong fact: 'Mean left atrial pressure is 35 mmHg.' Critic did not mention LA pr
PMC10901261,1,,False,True,"No injected error here, but Critic flagged the MAP claim: 'His mean arterial pressure is about 73 mmHg from a blood pres"
PMC10901261,2,,False,False,Neither method flagged the specific wrong cutoff for severe secondary MR (stated 30 mm² vs correct contemporary threshol
PMC11018330,0,,False,False,"No flag mentions the total dose calculation or the correct 7,500 mg value."
PMC11018330,1,,True,False,HealthGuard flag repeats the same incorrect fact: 'Brain MRI showed a right superior frontal gyrus metastasis.' No Criti
PMC11018330,2,,False,True,Critic flags the claim 'small-cell lung cancer is strongly associated with paraneoplastic retinopathy...' which points t
PMC11042575,0,,False,False,No HealthGuard flags. No Critic flag mentions the 13 ms vs 23 ms arithmetic error.
PMC11042575,1,,False,False,No HealthGuard flags. No Critic flag identifies the unsupported specific QRS duration of 110 ms.
PMC11042575,2,,False,True,Critic flag 6 matches: it challenges the claim 'markedly elevated range usually considered above roughly 1300 ms' as an 
PMC11079535,0,,True,False,HealthGuard directly flagged the same wrong fact: 'The episodes last less than 3 minutes.' No Critic flag addresses epis
PMC11079535,1,,False,False,Neither method flagged the specific incorrect definition/cutoff that first bite syndrome pain subsides within about 5 mi
PMC11097741,0,,False,False,No flag mentions the AST:ALT ratio or the underlying AST/ALT arithmetic.
PMC11097741,1,,True,True,HealthGuard flag matches the wrong value directly: 'Ultrasound shows gallbladder wall thickening up to 8 mm.' Critic fla
PMC11097741,2,,False,False,HealthGuard does not mention the abnormal-thickness threshold. Critic flag 2 explicitly says the '>4 mm threshold is bro
PMC11077173,0,,True,True,HealthGuard explicitly flags 'The intraocular pressures average 16.5 mmHg.' Critic also flags the same incorrect average
PMC11077173,1,,False,True,Critic flags the specific threshold claim 'above about 20 cm H2O' and states the standard adult cutoff is commonly >25 c
PMC11077173,2,,True,False,"HealthGuard flags the statement containing '10 spontaneous pregnancy losses before 24 weeks,' which matches the wrong co"
PMC11126872,0,,True,False,"HealthGuard flag matched the same wrong fact: ""The patient’s weight is below the 3rd percentile."" No Critic flag address"
PMC11126872,1,,True,True,"HealthGuard caught the wrong hematocrit with ""The hematocrit is 14.4%."" Critic caught the same injected error via the ra"
PMC11126872,2,,False,True,"Critic directly matched the erroneous neutropenia statement: ""A neutrophil predominance above 80% is generally considere"
PMC11133391,0,,True,True,HealthGuard flagged both the wrong value ('systolic area index of 2.3') and the correct value ('2.5'); Critic flagged 'T
PMC11133391,1,,True,True,"HealthGuard flagged the wrong biopsy ratio ('about 30%'), which catches that part of the injected error, but did not fla"
PMC11133391,2,,True,True,HealthGuard flagged 'A serum IgG4 level above 1350 mg/dL is typically used as the cutoff for elevation.' Critic flagged 
PMC11154768,0,,False,False,Critic mentions the MAP claim but explicitly says the MAP calculation is roughly correct and only objects to the inferen
PMC11154768,1,,True,False,HealthGuard flag exactly repeats the incorrect mass size: 'The extracardiac mass on echo measures 8.7 × 5.3 cm.' Critic 
PMC11154768,2,,True,True,"Both methods flag the same incorrect AFP cutoff statement: HealthGuard repeats it verbatim, and Critic explicitly says t"
PMC11282747,0,,False,False,No HealthGuard flags. No Critic flag addresses the specific MAP value of 57 vs 60 mmHg.
PMC11282747,1,,False,False,No HealthGuard flags. No Critic flag addresses the buttock laterality error (left vs right).
PMC11282747,2,,False,False,"No HealthGuard flags. Critic flag 4 mentions the thrombocytopenia threshold, but explicitly says the threshold is 'rough"
PMC11294736,0,,True,False,"HealthGuard flag repeats the same incorrect glucose value ('118 mg/dL'), thereby identifying that specific fact; no Crit"
PMC11294736,1,,False,False,Neither HealthGuard nor Critic flags mention the MAP calculation or the incorrect value 'about 81 mm Hg' versus 84.3 mm 
PMC11294736,2,,False,True,Critic flag explicitly quotes the incorrect threshold claim ('above roughly 40 mIU/mL during hypoglycemia') and says the
PMC11333128,0,,False,False,No flag mentions the incorrect 1.5 g/day dosing or the correct 1000 mg/day total.
PMC11333128,1,,True,False,HealthGuard explicitly flags: 'ECG abnormalities included ST-segment depressions in aVR and V2.' This is the same wrong 
PMC11333128,2,,True,True,HealthGuard flags the same wrong timing statement ('within 3 to 5 days...'). Critic explicitly identifies that claim as 
PMC11387283,0,,False,False,No HealthGuard flags. No Critic flag addresses the incorrect interval of 5 years vs 4 years.
PMC11387283,1,,False,False,No HealthGuard flags. No Critic flag addresses the incorrect volume estimate of 28 mL vs 26.7 mL.
PMC11387283,2,,False,True,Critic flag matched: 'many malignant pelvic soft-tissue tumors typically show SUVmax above 2.5' was flagged as an unsupp
PMC11424769,0,,False,True,Critic flag on the claim with 'estimated area of about 88 cm²' directly targets the same wrong value.
PMC11424769,1,,True,False,HealthGuard flag 'She had been postmenopausal for about 3 years.' matches the incorrect interval exactly.
PMC11424769,2,,False,True,Critic flag quoting 'Diffuse block-type p16 staining is typically expected when more than 50% of tumor cells stain stron
PMC11337001,0,,False,True,Critic flagged the exact statement containing the wrong average rate ('about 44 b.p.m.') and challenged that arithmetic 
PMC11337001,1,,True,False,"HealthGuard flagged 'Preserved LVEF is 60–68%,' which matches the incorrect upper bound 68% vs correct 65%."
PMC11337001,2,,False,True,"Critic flagged the claim 'a normal LVEF is typically considered >50%' directly, even though it called it broadly correct"
PMC11202767,0,,False,True,Critic flag 1 explicitly corrects '2 weeks earlier' to 'three weeks earlier'.
PMC11202767,1,,False,True,"No injected error here, but Critic flag 3 explicitly addresses the same value/conversion: '0.91 g/L converts to 91 mg/dL"
PMC11202767,2,,False,True,Critic flag 4 explicitly flags the statement 'OCB positivity is seen in over 95% of MS cases' as too absolute/inaccurate
PMC11452241,0,,True,True,HealthGuard flagged the exact wrong BMI statement ('Her BMI is about 13.5 kg/m2.'); Critic also flagged that exact BMI c
PMC11452241,1,,False,False,Neither method flagged the MRI distribution error about omitting adductor involvement / reframing as purely anterior thi
PMC11452241,2,,False,True,Critic flagged the exact ESR claim ('An ESR above about 100 mm/h is often taken as strongly favoring an infectious proce
PMC11447760,0,,False,False,"No HealthGuard flags. Critic discusses IGF-2-mediated mechanism generally, but does not flag the specific wrong ratio va"
PMC11447760,1,,False,True,"Caught by Critic flag on: ""in a hypoglycemic stress state, a cortisol below about 20 μg/dL would be concerning for inade"
PMC11447760,2,,False,False,"No HealthGuard flags. Critic mentions free T4 being at the lower limit of normal (0.80 ng/dL) in another claim, but does"
PMC11573733,0,,False,False,No flag mentions the MAP value of 77 mm Hg or the correct MAP ≈73 mm Hg.
PMC11573733,1,,True,False,HealthGuard flag matches the specific wrong fact: 'The left ventricular posterior wall measures 20 mm.' Critic has no fl
PMC11573733,2,,False,True,Critic flag matches the specific wrong threshold claim: 'normal tissue Doppler cutoff of 5 cm/s' and states this cutoff 
PMC11602436,0,,True,False,HealthGuard explicitly flagged: 'His BMI was 33 kg/m2.' Critic did not mention the BMI error.
PMC11602436,1,,True,True,HealthGuard flagged: 'The rheumatoid arthritis diagnosis is based on strongly positive anti-CCP 423 U/mL.' Critic also f
PMC11602436,2,,False,False,Neither HealthGuard nor Critic flagged the nephrotic-range proteinuria threshold error (>3.0 g/day vs >=3.5 g/day).
PMC11552163,0,,True,True,Both caught the same wrong fact: HealthGuard flag says 'nasal injury at age 10'; Critic explicitly says the case states 
PMC11552163,1,,False,False,Neither flag mentions the incorrect conversion of three months to 12 weeks versus approximately 13 weeks.
PMC11552163,2,,False,True,Critic flag matches the same wrong value by quoting 'A fluid glucose above 20 mg/dL...' and challenging that threshold; 
PMC11654271,0,,False,True,Critic flag matched the same specific claim: 'Her admission blood pressure corresponds to a mean arterial pressure of ab
PMC11654271,1,,True,True,HealthGuard flagged 'upper pole of the left kidney'; Critic explicitly flagged that the lesion is in the upper pole and 
PMC11654271,2,,False,False,Neither method flagged the ARR threshold/interpretion claim.
PMC11624566,0,,False,True,Critic flag 0 explicitly quotes the wrong growth statement ('increase from 0.9 cm to 1.43 cm') and says the arithmetic i
PMC11624566,1,,False,True,Critic flag 0 catches the specific wrong follow-up maximal diameter by stating the later size was 1.73 × 1.34 cm and tha
PMC11624566,2,,False,True,Critic flag 2 explicitly identifies the 'above about 3.0 μg/dL' threshold as an unsupported external fact; this matches 
PMC11535749,0,,True,False,"HealthGuard flag matches the specific wrong value: it repeats '20/30 OS,' which is the injected incorrect acuity; no Cri"
PMC11535749,1,,False,True,"Critic flag explicitly quotes the claim 'about 30% overall remaining field index,' which is the specific incorrect avera"
PMC11535749,2,,False,True,"Critic flag explicitly quotes the unsupported threshold 'above about 28 ms,' matching the specific wrong cutoff; HealthG"
PMC11671661,0,,False,False,No flag mentions the opening pressure conversion from 29 cm H2O to mmHg or the correct value (~21.3 mmHg).
PMC11671661,1,,True,True,HealthGuard directly flags: 'CSF glucose of 3.6 mmol/L is above the usual lower cutoff of 4.0 mmol/L.' Critic flags the 
PMC11671661,2,,False,False,No flag mentions the anti-dsDNA value discrepancy (12.3 IU/mL vs correct 21.3 IU/mL).
PMC11843684,0,,True,False,HealthGuard explicitly flagged the same wrong fact: 'limited elbow flexion from prior injury.' Critic did not flag the e
PMC11843684,1,,True,True,HealthGuard flagged 'BMI of about 20.8 kg/m2.' Critic also explicitly flagged that 20.8 is inaccurate and the case state
PMC11843684,2,,True,True,HealthGuard flagged '20 mL of 0.5% ropivacaine corresponds to 150 mg administered.' Critic explicitly flagged the same d
PMC11821356,0,,False,False,No flag addresses the attack-count calculation or the 36–40 vs 33–43 range.
PMC11821356,1,,True,False,"HealthGuard flag matched the same wrong value: ""Ultrasound described nodes up to 21 × 8 mm."" No Critic flag mentions the"
PMC11821356,2,,False,False,"HealthGuard mentions cyclic neutropenia only generally, without the cycle length. Critic flags ""approximately 28-day cyc"
PMC12014310,0,,True,False,HealthGuard exactly flagged: 'She had a prior episode of prosthetic valve thrombosis treated with tPA 7 years ago.' Crit
PMC12014310,1,,True,True,HealthGuard exactly flagged: 'Her mean arterial pressure is about 82 mm Hg.' Critic also flagged the same arithmetic err
PMC12014310,2,,False,True,Critic flagged the same claim about 'A mean mitral prosthetic gradient above about 10 mm Hg is generally considered abno
PMC12010641,0,,True,False,HealthGuard flag matched exactly: 'Additional lesions were present in the lower cervical cord.' This identifies the same
PMC12010641,1,,False,True,Critic flag matched the same statement: 'Her CSF opening pressure of 15 mmHg is within the usual normal range of about 8
PMC12010641,2,,True,False,HealthGuard flag matched exactly: 'The vertigo began roughly 4 months after the initial sensory symptoms.'
PMC1948010,0,,True,False,HealthGuard flag exactly matches the wrong fact: 'A supernumerary digit arises from the first metatarsal.' No Critic fla
PMC1948010,1,,False,False,Neither HealthGuard nor Critic flags mention the timeline arithmetic error ('about 10 months earlier' vs correct 8 month
PMC1948010,2,,False,True,Critic flag on NF1 criteria matches the same specific claim: 'six or more café-au-lait macules are typically required fo
PMC2394532,0,,False,False,HealthGuard only flagged thigh flexion. Critic flagged the annual-grams statement but explicitly said it was 'not a fact
PMC2394532,1,,True,False,HealthGuard flag matched the exact wrong fact: 'Thigh flexion is 15 degrees.' Critic did not flag thigh flexion.
PMC2394532,2,,False,True,Critic directly flagged the claim 'A CK above about 150 U/L would usually be considered abnormal...' as an unsupported/i
PMC2396655,0,,False,True,"Critic flagged the 0.83 cm statement ('Using the Breslow depth, this is 0.83 cm thick...') and explicitly discussed that"
PMC2396655,1,,True,False,HealthGuard flagged the exact wrong size statement: 'Endoscopy found a 2 cm hard mass at the gastro-fundal junction.' Cr
PMC2396655,2,,True,True,"Both flagged the exact wrong cutoff/unit statement: HealthGuard: 'By conventional criteria, a Breslow thickness above 4."
PMC3138437,0,,True,False,HealthGuard flagged the specific wrong size: '2.3-cm ... lesion.' Critic did not flag lesion size.
PMC3138437,1,,False,False,Neither method flagged the incorrect computed area 'About 3.9 cm^2' or the correct area ~3.46 cm^2.
PMC3138437,2,,False,True,Critic explicitly flagged the same false claim about ring-enhancing lesions requiring at least 5 mm thickness. HealthGua
PMC2934912,0,,False,True,Critic flag 1 quotes the same wrong fact/value: 'The AST:ALT ratio is about 1.2 (224/159)...'.
PMC2934912,1,,False,True,Critic flag 3 explicitly corrects 'small pleural effusion' to 'small pericardial effusion'.
PMC2934912,2,,False,False,No HealthGuard flags. No Critic flag addresses the specific MAP value/calculation (57 mm Hg vs correct ~53.3 mm Hg).
PMC3170347,0,,True,False,HealthGuard explicitly flagged the incorrect statement: 'The patient has lived in California for six years.' No Critic f
PMC3170347,1,,False,False,Neither HealthGuard nor the Critic flagged the specific CSF:serum glucose ratio value/calculation (0.4 vs 43/90 ≈ 0.48).
PMC2914667,0,,False,True,"Critic flag 1 matches the specific timing error: it says the reference supports 'the last three days of admission,' not "
PMC2914667,1,,False,True,Critic flag 3 matches the specific progression-tempo error by calling 'typically progressive over weeks to months' impre
PMC2914667,2,,False,True,Critic flag 7 directly matches the specific wrong claim 'at least 3 to 6 months' and states idiopathic Parkinson disease
PMC3263537,0,,True,True,HealthGuard explicitly flags 'began three days after influenza vaccination' (the wrong value). Critic flags the claim st
PMC3263537,1,,False,False,No HealthGuard or Critic flag mentions the MAP calculation or the incorrect value 'About 100 mmHg' versus ~97 mmHg.
PMC3263537,2,,False,True,Critic explicitly flags the claim containing 'ESR values above 40 mm/hr would typically be expected' and explains that t
PMC3350282,0,,False,False,No HealthGuard flags. No Critic flag mentions the inter-eye difference being 60 µm vs correct 70 µm.
PMC3350282,1,,False,True,Critic flag matched the timeline by quoting 'The groin lymphadenopathy one month earlier...' which points to the correct
PMC3350282,2,,False,True,Critic flag directly quotes the incorrect threshold 'Pressures above about 20 cm H2O are generally considered elevated i
PMC3271452,0,,False,True,Critic flag on bidimensional area explicitly identifies 60.8 cm² as incorrect and gives 9.0 × 7.5 = 67.5 cm².
PMC3271452,1,,True,False,HealthGuard flag quotes the same wrong fact/value: 'About 25% of the tumor showed hemorrhage/necrosis.' Critic has no fl
PMC3271452,2,,False,True,Critic flag explicitly targets the claim 'A mitotic rate above 15 per 10 HPF...' as an unsupported specific threshold.
PMC3423776,0,,False,False,No flag mentions the incorrect 23% decrease or the correct 18.5% value.
PMC3423776,1,,True,True,HealthGuard flag: 'The original tumor was completely excised with Simpson grade II resection.' Critic flag: claim noting
PMC3423776,2,,False,True,Critic flag explicitly quotes the incorrect claim about 'procalcitonin above 1.0 ng/mL' and states the threshold is unsu
PMC3459730,0,,True,False,HealthGuard flag exactly repeats the wrong BMI value: '18.6 kg/m2'.
PMC3459730,1,,False,False,No flag mentions the cystic duct side/right-vs-left imaging detail.
PMC3459730,2,,False,True,"Critic's first flag directly targets the torsion threshold claim: 'complete torsion is defined at 180 degrees or more, w"
PMC3423660,0,,True,True,"HealthGuard flag explicitly repeats the wrong size '7 by 6 cm'; Critic flag 1 explicitly says the mass was 8×6 cm, not 7"
PMC3423660,1,,False,False,HealthGuard has no flag about anticardiolipin titer thresholds. Critic flag 4 challenges the threshold claim as unsuppor
PMC3423660,2,,True,True,HealthGuard flag explicitly repeats the wrong Bartonella serology '1:64'. Critic flag 7 notes the earlier text mentions 
PMC3459806,0,,False,False,No flag addresses the incorrect 5.9-fold calculation or states the correct ~6.9-fold increase.
PMC3459806,1,,True,False,HealthGuard flag matches exactly: 'Myelocytes were 4% of the differential.' No Critic flag addresses myelocyte percentag
PMC3459806,2,,False,True,"Critic flag matches exactly: it flags the claim that leukemoid reaction is defined as leukocytosis exceeding 100,000/μL "
PMC3544661,0,,False,False,No flag mentions the DRESS latency window (1–6 weeks vs 2–8 weeks).
PMC3544661,1,,True,True,"Although no real error was injected, both methods flagged the statement about '0.04 mg/dL' (HealthGuard: '0.4 µg/mL conv"
PMC3544661,2,,True,True,HealthGuard flagged 'The absolute eosinophil count is about 0.42 × 10^3/mm^3.' Critic flagged the same arithmetic error 
PMC3543206,0,,False,False,No flag addresses the stated value 'approximately 54 g/L'; also this injected error is not actually an error.
PMC3543206,1,,False,False,No HealthGuard flags. No Critic flag mentions the calcium unit conversion from 2.9 mmol/L to mg/dL or the incorrect 'abo
PMC3543206,2,,False,True,Critic flag matched: 'Hypercalcemia is typically defined above 2.6 mmol/L...' was flagged as an imprecise/nonstandard th
PMC3657244,0,,True,True,"HealthGuard directly flags the same wrong duration: ""18-month pattern..."" Critic implicitly identifies the correct count"
PMC3657244,1,,False,True,"Critic directly flags the BI mapping claim: ""A BI of 4+ generally corresponds to roughly 10–100 bacilli per oil-immersio"
PMC3657244,2,,False,False,Neither method flags the 48 hours / 2 days equivalence.
PMC3673371,0,,False,True,"Critic flagged the 12 cm2 statement, but this injected item is explicitly not an actual error."
PMC3673371,1,,False,True,"Critic flag matched: ""more than 5 mitoses per 10 high-power fields would raise concern for sarcomatous transformation""."
PMC3673371,2,,True,True,"HealthGuard flagged ""The radiographic association is around the impacted left second molar."" Critic also flagged the sam"
PMC3884960,0,,False,True,Critic flagged the exact area calculation error: '20×15 cm ... area is 250 cm²' and corrected it to 300 cm².
PMC3884960,1,,True,False,HealthGuard flagged the exact wrong size statement: 'The nodules are up to 2.0 cm in diameter.'
PMC3884960,2,,False,True,Critic flagged the exact CK20 threshold claim: 'urothelial differentiation typically requires CK20 positivity in over 80
PMC3892129,0,,False,False,No flag mentions the CSF:serum glucose ratio value 0.4 or the correct ratio ≈0.31.
PMC3892129,1,,False,False,No flag mentions the abnormal cutoff threshold of 0.5 vs ≈0.4 for CSF:serum glucose ratio.
PMC3892129,2,,True,True,"HealthGuard flag: 'The CSF contained 2,860 red blood cells/μL.' Critic flag: claim noting '2,860 red blood cells/μL' wit"
PMC3934446,0,,False,False,No flag addresses the weight estimate; also the listed 'error' is not actually discrepant.
PMC3934446,1,,False,False,No flag mentions the MAP calculation or the specific wrong value 65 mmHg vs 70 mmHg.
PMC3934446,2,,False,True,Critic flag 1 explicitly targets the unsupported claim that CSF cytology requires 'about 10 atypical cells/µL' for relia
PMC3961933,0,,False,False,No HealthGuard flags. No Critic flag addresses the incorrect volume value of 285 cm³ vs ~316 cm³.
PMC3961933,1,,False,False,No HealthGuard flags. No Critic flag addresses the incorrect tooth displacement direction (buccal vs lingual).
PMC3961933,2,,False,True,Critic flag 1 directly matches the erroneous ALP cutoff claim: 'A serum alkaline phosphatase above roughly 100 U/L would
PMC3934455,0,,False,True,"Critic flag matched: 'Using the birth weight of 1665 g, this corresponds to about 1.77 kg' with issue noting 1665 g = 1."
PMC3934455,1,,True,True,HealthGuard flag matched exact wrong value: 'The Apgar scores were 8 and 10.' Critic also matched with claim about 'Apga
PMC3934455,2,,False,True,Critic flag matched exact threshold claim: 'A serum calcium generally has to be above about 10.5 mg/dL...' and issue exp
PMC4008396,0,,False,False,No HealthGuard flags. No Critic flag mentions the MAP value or correct MAP calculation.
PMC4008396,1,,False,False,No HealthGuard flags. No Critic flag mentions the SAAG cutoff of 1.0 vs 1.1 g/dL.
PMC4008396,2,,False,True,Critic flag matched: 'The chronic left pleural effusion...' with issue noting the case describes a right pleural effusio
PMC4054582,0,,False,False,No HealthGuard flags. Critic did not flag the incorrect temperature conversion (102.6 °F vs 103.6 °F).
PMC4054582,1,,False,True,Critic flag matched: 'Although hyponatremia (131 mmol/L) could contribute to confusion' and explicitly notes sodium shou
PMC4054582,2,,False,True,Critic flag matched: 'CK is roughly 5.8 times the upper limit of normal...' and discusses the same specific fold-elevati
